LoggerLight version 1.3.0, 7/17/2018 4:55:26 PM, rapid sampling mode. Time is number of seconds past midnight of 7/17/2018, Warning: probe Edz305nm, calibrated 4/5/2012 This is identified by tag a
 Probe S/N  BIC2104P-1011   , calibrated 4/5/2012 with 2 picAD channels and 6 high resolution AD channels. This is identified by tag "a"
 Probe S/N  BIC2104R-1011   , calibrated 4/30/2018 with 2 picAD channels and 4 high resolution AD channels. This is identified by tag "b"
ScaleFactor,0.264714,0.069044,0.032916,0.000521,9.691656E-02,6.155094E-03,0.23,0.01,0.148964,5.208686E-02,2.334893E-02,5.0338E-04,0.23,0.01,
Offset+FO,0.1933315,0.1934529,0.1924036,0.1938019,0.4814327,0.0559035,0,0.965,0.1939131,0.1940993,0.1930202,0.1932678,0,0.965,
Units,µWatts/cm²/nm,µWatts/cm²/nm,µWatts/cm²/nm,µEinsteins/m²/s,°C,meters,v.,°C,µWatts/cm²/nm,µWatts/cm²/nm,µWatts/cm²/nm,µEinsteins/m²/s,v.,°C,
Immersion,0.623,0.635,0.641,0.662,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Cal Date,4/5/2012,4/5/2012,4/5/2012,4/5/2012,4/5/2012,4/5/2012,4/5/2012,4/5/2012,4/30/2018,4/30/2018,4/30/2018,4/30/2018,4/30/2018,4/30/2018,
Tag Address,a,a,a,a,a,a,a,a,b,b,b,b,b,b,
Time,Edz305nm,Edz320nm,Edz380nm,EdzPAR,WaterTemp,Depth,Vin_a,uItemp_a,Ed0305nm,Ed0320nm,Ed0380nm,Ed0PAR,Vin_b,uItemp_b,
60937.52,1.096153,15.22216,47.58316,1223.941,25.83298,-6.522033E-02,9.638247,21.17579,0.837655,11.57307,35.73295,866.2862,9.595788,22.15235,
60937.82,1.115619,15.49589,48.73453,1261.392,25.81572,-4.154346E-02,9.638247,21.17579,0.8454495,11.6961,36.33327,886.8455,9.595788,22.15235,
60938.11,1.133228,15.76967,49.95797,1303.196,25.80235,-4.812844E-02,9.638247,21.17579,0.8540843,11.82266,36.94565,907.7423,9.617018,22.15235,
60938.39,1.14155,15.89653,50.5667,1324.926,25.80765,-5.103358E-02,9.638247,21.17579,0.8614146,11.93779,37.4907,926.5367,9.617018,22.15235,
60938.68,1.142551,15.93969,50.99104,1342.629,25.78366,-2.663043E-02,9.617018,21.17579,0.8680587,12.03501,37.95745,942.8588,9.617018,22.15235,
60939,1.164907,16.23937,52.23,1383.26,25.80361,-2.241798E-02,9.638247,21.17579,0.8732464,12.11107,38.32895,956.2408,9.595788,22.15235,
60939.28,1.162745,16.237,52.14004,1378.295,25.84418,-4.178556E-02,9.638247,21.17579,0.8770697,12.17439,38.6331,967.0325,9.617018,22.15235,
60939.57,1.184078,16.56126,53.6753,1427.487,25.82691,-5.945848E-02,9.638247,21.17579,0.8808528,12.21682,38.82931,973.8417,9.617018,22.15235,
60939.87,1.16416,16.264,52.3187,1385.502,25.83032,-2.958398E-02,9.617018,21.17579,0.881303,12.2418,38.92079,977.417,9.595788,22.15235,
60940.16,1.170892,16.33686,52.84859,1406.39,25.83945,-4.304445E-02,9.638247,21.17579,0.8802446,12.23633,38.92778,978.4383,9.595788,22.15235,
