LoggerLight version 1.3.0, 4/29/2024 3:29:27 PM, rapid sampling mode. Time is number of seconds past midnight of 4/29/2024, Warning: probe Edz305nm, calibrated 4/5/2012 This is identified by tag a
 Probe S/N  BIC2104P-1011   , calibrated 4/5/2012 with 2 picAD channels and 6 high resolution AD channels. This is identified by tag "a"
 Probe S/N  BIC2104R-1011   , calibrated 4/30/2018 with 2 picAD channels and 4 high resolution AD channels. This is identified by tag "b"
ScaleFactor,0.264714,0.069044,0.032916,0.000521,9.691656E-02,6.155094E-03,0.23,0.01,0.148964,5.208686E-02,2.334893E-02,5.0338E-04,0.23,0.01,
Offset+FO,0.1933315,0.1934529,0.1924036,0.1938019,0.4814327,5.412847E-02,0,0.965,0.1939131,0.1940993,0.1930202,0.1932678,0,0.965,
Units,µWatts/cm²/nm,µWatts/cm²/nm,µWatts/cm²/nm,µEinsteins/m²/s,°C,meters,v.,°C,µWatts/cm²/nm,µWatts/cm²/nm,µWatts/cm²/nm,µEinsteins/m²/s,v.,°C,
Immersion,0.623,0.635,0.641,0.662,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Cal Date,4/5/2012,4/5/2012,4/5/2012,4/5/2012,4/5/2012,4/5/2012,4/5/2012,4/5/2012,4/30/2018,4/30/2018,4/30/2018,4/30/2018,4/30/2018,4/30/2018,
Tag Address,a,a,a,a,a,a,a,a,b,b,b,b,b,b,
Time,Edz305nm,Edz320nm,Edz380nm,EdzPAR,WaterTemp,Depth,Vin_a,uItemp_a,Ed0305nm,Ed0320nm,Ed0380nm,Ed0PAR,Vin_b,uItemp_b,
55807.23,7.114872E-03,0.1931644,4.701042,353.5586,11.5373,0.5328506,9.617018,18.73438,1.102149,11.54395,33.56359,783.1762,9.595788,18.73438,
55807.52,7.049816E-03,0.1784954,4.464394,344.452,11.45215,0.5543486,9.617018,18.73438,1.100149,11.52066,33.49724,781.4119,9.595788,18.73438,
55807.8,6.422748E-03,0.16592,4.347369,342.0913,11.51664,0.5888713,9.617018,18.73438,1.099869,11.51685,33.48749,780.8974,9.595788,18.73438,
55808.09,6.63418E-03,0.1656753,4.309402,340.3424,11.47847,0.5810274,9.617018,18.73438,1.100285,11.52572,33.5146,781.1153,9.595788,18.73438,
55808.4,6.45889E-03,0.1556217,4.157714,333.5274,11.45997,0.5943426,9.617018,18.73438,1.102256,11.53864,33.53372,781.5522,9.595788,18.73438,
55808.68,5.329445E-03,0.1379278,3.937338,328.4397,11.47719,0.5987004,9.617018,18.73438,1.101121,11.53383,33.51696,781.155,9.595788,18.73438,
55808.97,5.137891E-03,0.1210631,3.714278,320.7546,11.47165,0.6164702,9.617018,18.73438,1.100157,11.52032,33.48057,780.4125,9.595788,18.73438,
55809.26,4.602986E-03,0.1194793,3.664558,320.5472,11.50372,0.6439237,9.617018,18.73438,1.100875,11.52276,33.49018,780.6061,9.595788,18.73438,
55809.55,5.024043E-03,0.1168555,3.654557,319.9899,11.50476,0.6685689,9.617018,18.73438,1.101305,11.52412,33.49032,780.6529,9.595788,18.73438,
55809.83,4.808997E-03,0.1107105,3.571447,320.4305,11.45043,0.6358377,9.617018,18.73438,1.098414,11.48257,33.23714,778.0189,9.595788,18.73438,
55810.12,3.751836E-03,9.925669E-02,3.410253,315.6937,11.44431,0.6727329,9.617018,18.73438,1.073134,11.23076,32.8666,764.811,9.595788,18.73438,
55810.41,3.619917E-03,9.124242E-02,3.306506,313.7184,11.45572,0.6911806,9.617018,18.73438,1.102141,11.55357,33.58444,781.3491,9.595788,18.73438,
55810.71,2.877194E-03,8.540335E-02,3.194397,313.6129,11.45557,0.723815,9.617018,18.73438,1.107665,11.60668,33.69597,784.1998,9.595788,18.73438,
55811.02,2.962128E-03,8.069947E-02,3.079703,309.1802,11.41927,0.7244444,9.617018,18.73438,1.105519,11.59722,33.64244,783.5758,9.595788,18.73438,
55811.32,2.938636E-03,7.504393E-02,2.982891,306.308,11.44459,0.7362102,9.617018,18.73438,1.097524,11.45275,33.34063,776.067,9.595788,18.73438,
55811.63,2.629619E-03,7.006135E-02,2.861388,300.8427,11.4098,0.7484118,9.617018,18.73438,1.105405,11.60795,33.69264,783.6297,9.595788,18.73438,
55811.91,2.564563E-03,5.939604E-02,2.720393,299.5466,11.39235,0.7846292,9.617018,18.73438,1.108217,11.63127,33.74298,785.3697,9.595788,18.73438,
55812.22,2.134471E-03,5.374051E-02,2.56074,296.6467,11.37015,0.8119375,9.617018,18.73438,1.111503,11.63707,33.75575,785.8292,9.595788,18.73438,
55812.51,1.955566E-03,4.559708E-02,2.43185,294.541,11.35161,0.8451045,9.617018,18.73438,1.113847,11.63903,33.75688,785.7842,9.595788,18.73438,
55812.79,1.791119E-03,3.768476E-02,2.250147,289.7064,11.35804,0.8843238,9.617018,18.73438,1.112607,11.64231,33.76744,785.8043,9.595788,18.73438,
55813.46,2.176034E-03,3.712737E-02,2.200668,287.6879,11.30524,0.9154087,9.617018,18.73438,1.11534,11.64579,33.78149,786.2092,9.595788,18.73438,
55813.77,1.395362E-03,2.761764E-02,1.939047,282.5285,11.26384,0.9057249,9.617018,18.73438,1.113169,11.65748,33.80313,786.5704,9.595788,18.73438,
55814.07,1.104417E-03,2.629212E-02,1.884397,283.5023,11.23058,0.9907486,9.617018,18.73438,1.112775,11.65996,33.80777,786.6486,9.595788,18.73438,
55814.38,1.650165E-03,2.658442E-02,1.845187,284.0424,11.2021,1.01215,9.617018,18.73438,1.113185,11.67225,33.84367,787.4253,9.595788,18.73438,
55814.68,1.482103E-03,2.645526E-02,1.811329,281.3076,11.15927,0.9951548,9.617018,18.73438,1.11631,11.68071,33.86301,787.8652,9.595788,18.73438,
55814.97,1.398976E-03,2.324683E-02,1.763855,280.1877,11.14353,1.024981,9.617018,18.73438,1.113995,11.6826,33.86497,787.436,9.595788,18.73438,
55815.26,1.713414E-03,2.093568E-02,1.71997,280.3942,11.12061,1.041346,9.617018,18.73438,1.095515,11.69343,33.88829,787.8368,9.595788,18.73438,
55815.54,1.098995E-03,1.907996E-02,1.649995,275.8448,11.09725,1.033454,9.617018,18.73438,1.114481,11.6798,33.86737,788.3258,9.595788,18.73438,
55815.85,1.156823E-03,1.929748E-02,1.573664,272.9407,11.08089,1.043428,9.617018,18.73438,1.122284,11.74277,34.02798,791.7087,9.595788,18.73438,
55816.14,1.395362E-03,1.899839E-02,1.53451,269.0143,11.05804,1.056695,9.617018,18.73438,1.128108,11.81133,34.18267,794.9022,9.595788,18.73438,
55816.44,1.782084E-03,1.748934E-02,1.491584,267.0511,11.04884,1.110828,9.617018,18.73438,1.127876,11.81328,34.18363,794.8377,9.595788,18.73438,
55816.73,1.250793E-03,1.787679E-02,1.478109,267.6931,11.06334,1.085069,9.617018,18.73438,1.127822,11.81197,34.18225,794.8803,9.595788,18.73438,
55817.01,1.512824E-03,1.607545E-02,1.430932,262.7601,11.04051,1.104436,9.617018,18.73438,1.12795,11.81485,34.18856,795.2817,9.595788,18.73438,
55817.3,1.071889E-03,1.301657E-02,1.385916,262.9294,11.06258,1.12637,9.617018,18.73438,1.12823,11.8173,34.19894,795.8548,9.595788,18.73438,
55817.61,1.451382E-03,1.278545E-02,1.35001,261.8053,11.04966,1.114846,9.617018,18.73438,1.126863,11.80538,34.16791,795.5221,9.595788,18.73438,
55817.89,1.489332E-03,1.274467E-02,1.325391,259.8438,11.04638,1.127048,9.617018,18.73438,1.126633,11.79927,34.16363,795.187,9.595788,18.73438,
55818.18,1.290549E-03,1.159589E-02,1.279781,258.4466,11.02694,1.161668,9.617018,18.73438,1.126297,11.80162,34.17076,795.4344,9.595788,18.73438,
55818.47,1.147787E-03,1.058306E-02,1.185978,254.3396,10.99761,1.186361,9.617018,18.73438,1.126669,11.80474,34.18612,795.8335,9.595788,18.73438,
55818.76,1.380905E-03,8.591384E-03,1.137487,253.7633,11.01452,1.232069,9.617018,18.73438,1.125245,11.79092,34.16183,795.5778,9.595788,18.73438,
55819.05,1.169473E-03,9.12159E-03,1.117162,252.805,11.02053,1.226355,9.617018,18.73438,1.128026,11.81655,34.2341,797.5699,9.595788,18.73438,
55819.35,1.127909E-03,9.869318E-03,1.099957,252.1829,10.99918,1.245771,9.617018,18.73438,1.128938,11.8318,34.27631,798.5557,9.595788,18.73438,
55819.64,1.335727E-03,1.117444E-02,1.099491,253.479,11.00293,1.250032,9.617018,18.73438,1.12998,11.83906,34.29498,798.7778,9.595788,18.73438,
55819.93,6.652884E-04,9.944091E-03,1.064094,252.9657,10.98899,1.254293,9.617018,18.73438,1.129788,11.83756,34.29137,798.9204,9.595788,18.73438,
55820.23,1.192965E-03,1.065103E-02,0.9902776,247.8383,11.00004,1.295933,9.617018,18.73438,1.129624,11.8362,34.2873,798.9299,9.595788,18.73438,
55820.52,1.706185E-03,8.706942E-03,0.9572113,246.5136,10.98309,1.287169,9.617018,18.73438,1.122026,11.73693,34.09538,794.4339,9.595788,18.73438,
55820.82,1.221879E-03,9.590619E-03,0.9486657,246.3088,10.99373,1.304261,9.617018,18.73438,1.127962,11.83361,34.30281,797.908,9.595788,18.73438,
55821.11,1.06466E-03,7.850454E-03,0.9377613,245.1441,10.94405,1.328761,9.617018,18.73438,1.12922,11.84602,34.33578,798.6682,9.595788,18.73438,
55821.4,9.562335E-04,9.264339E-03,0.9024773,242.7912,10.9612,1.352826,9.617018,18.73438,1.131183,11.85136,34.35353,799.2473,9.595788,18.73438,
55821.7,1.388133E-03,9.515847E-03,0.8611197,240.2067,10.98037,1.374276,9.617018,18.73438,1.132351,11.85915,34.38092,800.1063,9.595788,18.73438,
55821.99,7.574511E-04,5.926757E-03,0.8406103,240.5031,10.93214,1.353165,9.617018,18.73438,1.131953,11.86682,34.41539,801.3159,9.595788,18.73438,
55822.28,5.94811E-04,7.666922E-03,0.8192676,239.8878,10.93399,1.375389,9.617018,18.73438,1.132693,11.87225,34.43476,802.2081,9.595788,18.73438,
55822.58,1.579687E-03,5.165434E-03,0.7865826,237.3025,10.90354,1.407782,9.617018,18.73438,1.132537,11.86949,34.43853,802.7302,9.595788,18.73438,
55822.87,1.142366E-03,8.774918E-03,0.7713842,238.3515,10.91764,1.419499,9.617018,18.73438,1.132833,11.87321,34.46004,803.4235,9.595788,18.73438,
55823.16,1.332113E-03,7.585351E-03,0.7658755,236.6329,10.9116,1.421581,9.617018,18.73438,1.133033,11.87728,34.46781,804.0635,9.595788,18.73438,
55823.46,9.941828E-04,5.722831E-03,0.7417361,235.5346,10.92792,1.448066,9.617018,18.73438,1.132803,11.87668,34.48371,804.4969,9.595788,18.73438,
55823.76,1.142366E-03,7.830062E-03,0.7020875,233.9352,10.9163,1.475713,9.617018,18.73438,1.134164,11.88818,34.52476,805.7449,9.595788,18.73438,
55824.04,1.279707E-03,7.626136E-03,0.6565207,231.12,10.91529,1.527377,9.617018,18.73438,1.135306,11.89924,34.56297,807.2345,9.595788,18.73438,
55824.32,1.556195E-03,5.308182E-03,0.6454467,230.0365,10.92787,1.532364,9.617018,18.73438,1.137447,11.90157,34.5813,807.82,9.595788,18.73438,
55824.61,1.066467E-03,6.212253E-03,0.6287935,231.1261,10.90032,1.531492,9.617018,18.73438,1.135954,11.91171,34.62382,809.5156,9.595788,18.73438,
55824.9,1.079117E-03,7.082335E-03,0.6057276,229.1188,10.88451,1.563255,9.617018,18.73438,1.136561,11.91717,34.65753,810.8176,9.595788,18.73438,
55825.2,9.996041E-04,5.919959E-03,0.5910376,228.4898,10.85645,1.578652,9.617018,18.73438,1.137125,11.92435,34.69104,812.358,9.595788,18.73438,
55825.49,1.136945E-03,5.464525E-03,0.5756698,228.5857,10.8579,1.574827,9.617018,18.73438,1.137989,11.9326,34.74258,814.1893,9.595788,18.73438,
55825.78,1.588723E-03,7.021157E-03,0.5713475,228.9417,10.88126,1.604217,9.617018,18.73438,1.138867,11.94432,34.79451,816.0921,9.595788,18.73438,
55826.07,9.020201E-04,5.817996E-03,0.5513608,228.1545,10.80312,1.614627,9.617018,18.73438,1.139758,11.95268,34.84326,818.1115,9.595788,18.73438,
55826.35,1.155016E-03,6.368596E-03,0.5269813,225.7999,10.88228,1.609689,9.617018,18.73438,1.140706,11.96834,34.9106,820.3394,9.595788,18.73438,
55826.64,8.062432E-04,6.742459E-03,0.5170938,224.337,10.87681,1.638885,9.617018,18.73438,1.14242,11.98611,34.98938,822.9817,9.595788,18.73438,
55826.93,1.655586E-03,5.872377E-03,0.5063448,224.8131,10.85096,1.663773,9.617018,18.73438,1.143997,12.00518,35.07062,825.8146,9.595788,18.73438,
55827.22,1.548966E-03,4.716798E-03,0.4883921,225.1803,10.84328,1.688563,9.617018,18.73438,1.14618,12.02639,35.16859,828.8921,9.595788,18.73438,
55827.51,1.106224E-03,5.709236E-03,0.4729677,224.5858,10.81664,1.678008,9.617018,18.73438,1.147876,12.05231,35.28998,832.7149,9.595788,18.73438,
55827.78,1.286935E-03,6.409381E-03,0.4507351,223.8989,10.86338,1.737176,9.617018,18.73438,1.151481,12.08536,35.43875,837.2677,9.595788,18.73438,
55828.06,1.18393E-03,4.003059E-03,0.4401556,224.1002,10.83908,1.762257,9.617018,18.73438,1.154896,12.10459,35.52613,839.9752,9.595788,18.73438,
55828.35,9.128628E-04,5.913162E-03,0.4228526,227.045,10.77851,1.752767,9.617018,18.73438,1.159164,12.16681,35.80349,848.2104,9.595788,18.73438,
55828.64,7.628725E-04,4.920724E-03,0.3957752,222.5587,10.80023,1.779785,9.617018,18.73438,1.163829,12.22107,36.04667,855.3227,9.595788,18.73438,
55828.93,6.309532E-04,2.895063E-03,0.3795033,223.9637,10.76678,1.842632,9.617018,18.73438,1.170497,12.2911,36.36682,864.6687,9.595788,18.73438,
55829.22,1.388133E-03,5.376158E-03,0.3642767,223.4816,10.72137,1.893472,9.617018,18.73438,1.179524,12.39062,36.81991,878.0714,9.595788,18.73438,
55829.52,4.33978E-04,5.42374E-03,0.3574967,232.0273,10.73421,1.892746,9.617018,18.73438,1.191572,12.52497,37.43508,896.796,9.595788,18.73438,
55829.82,1.230914E-03,5.784009E-03,0.3654632,243.7486,10.70953,1.914583,9.617018,18.73438,1.209682,12.72171,38.33414,925.1804,9.595788,18.73438,
55830.13,2.966375E-04,4.51967E-03,0.3776953,249.4601,10.69678,1.9355,9.617018,18.73438,1.235124,12.99798,39.61025,967.0858,9.595788,18.73438,
55830.42,9.79726E-04,5.117852E-03,0.3856759,264.5271,10.70922,1.896523,9.617018,18.73438,1.264615,13.3196,41.05797,1016.107,9.595788,18.73438,
55830.72,1.033939E-03,2.779505E-03,0.390097,279.086,10.6763,1.918408,9.617018,18.73438,1.29221,13.61768,42.39559,1062.378,9.595788,18.73438,
55831.01,1.015868E-03,5.947149E-03,0.3687825,278.851,10.70178,1.972589,9.617018,18.73438,1.317674,13.90927,43.70679,1109.455,9.595788,18.73438,
55831.3,1.283321E-03,4.662418E-03,0.3438803,282.8344,10.7182,2.00135,9.617018,18.73438,1.337055,14.11729,44.61131,1142.356,9.595788,18.73438,
55831.6,9.79726E-04,4.852749E-03,0.3272412,295.7602,10.64075,2.043474,9.617018,18.73438,1.351335,14.27158,45.27078,1165.641,9.595788,18.73438,
55831.89,5.731257E-04,5.335372E-03,0.3054465,278.9469,10.55795,2.057274,9.617018,18.73438,1.358698,14.35795,45.62095,1178.784,9.595788,18.73438,
55832.16,1.305006E-03,4.397315E-03,0.290799,278.946,10.52618,2.092329,9.617018,18.73438,1.357423,14.35249,45.55485,1177.9,9.595788,18.73438,
55832.46,1.608601E-03,2.976634E-03,0.285714,279.8162,10.56759,2.089085,9.617018,18.73438,1.356507,14.31161,45.34211,1170.662,9.595788,18.73438,
55832.77,9.941828E-04,3.737956E-03,0.2805302,273.7019,10.5304,2.11436,9.617018,18.73438,1.334384,14.10475,44.3681,1136.018,9.595788,18.73438,
55833.07,6.11075E-04,4.200187E-03,0.2756995,263.3882,10.49488,2.088746,9.617018,18.73438,1.31692,13.9148,43.49108,1104.444,9.595788,18.73438,
55833.36,1.323077E-03,5.743224E-03,0.2606989,254.4908,10.45736,2.092958,9.617018,18.73438,1.299803,13.72113,42.61824,1072.447,9.595788,18.73438,
55833.65,1.162244E-03,5.308182E-03,0.2331977,249.9155,10.42776,2.164231,9.617018,18.73438,1.288123,13.58881,42.04859,1050.626,9.595788,18.73438,
55833.92,9.508121E-04,4.342935E-03,0.2035072,239.4558,10.4081,2.178369,9.617018,18.73438,1.281563,13.52059,41.77288,1040.41,9.595788,18.73438,
55834.21,1.294163E-03,1.549155E-03,0.1970945,234.3802,10.35871,2.266201,9.617018,18.73438,1.281557,13.50341,41.70385,1037.963,9.595788,18.73438,
55834.49,1.032132E-03,6.586116E-03,0.1838736,227.6283,10.28243,2.249981,9.617018,18.73438,1.278568,13.48746,41.66183,1036.872,9.595788,18.73438,
55834.78,1.039361E-03,6.266633E-03,0.1762179,233.4634,10.28559,2.283148,9.617018,18.73438,1.281531,13.51718,41.81092,1042.55,9.595788,18.73438,
55835.07,1.088153E-03,5.634463E-03,0.1737602,234.9712,10.22552,2.309197,9.617018,18.73438,1.28439,13.55191,41.97208,1050.038,9.595788,18.73438,
55835.37,1.254407E-03,2.71153E-03,0.1710199,234.1227,10.2121,2.310263,9.617018,18.73438,1.285228,13.56145,41.99309,1052.514,9.595788,18.73438,
55835.66,4.845771E-04,3.805931E-03,0.1622201,225.4914,10.20535,2.313361,9.617018,18.73438,1.282445,13.49952,41.69534,1044.829,9.595788,18.73438,
55835.96,1.697149E-03,3.282522E-03,0.1477845,215.138,10.10256,2.393931,9.617018,18.73438,1.269449,13.37863,41.13908,1027.519,9.595788,18.73438,
55836.27,8.369641E-04,5.940352E-03,0.1397474,205.9044,10.08337,2.387636,9.617018,18.73438,1.251957,13.20262,40.33524,1001.439,9.595788,18.73438,
55836.57,1.151402E-03,4.716798E-03,0.1252129,194.8874,10.06844,2.425742,9.617018,18.73438,1.233526,13.00816,39.44904,971.2148,9.595788,18.73438,
55836.86,6.797453E-04,3.581613E-03,0.1121333,184.4925,10.03005,2.448111,9.617018,18.73438,1.216378,12.82131,38.61937,942.6302,9.595788,18.73438,
55837.15,9.381623E-04,2.623162E-03,0.1049013,177.8019,10.01156,2.495223,9.617018,18.73438,1.202168,12.66719,37.94402,919.4275,9.595788,18.73438,
55837.44,9.182841E-04,5.247005E-03,9.899712E-02,171.1303,10.04732,2.532409,9.617018,18.73438,1.189629,12.53836,37.39438,900.7621,9.595788,18.73438,
55837.72,1.097188E-03,2.813493E-03,9.372853E-02,166.3537,10.01673,2.519433,9.617018,18.73438,1.181451,12.43312,36.95817,886.4932,9.595788,18.73438,
55838,6.544457E-04,3.47965E-03,8.823395E-02,161.5243,10.01123,2.574049,9.617018,18.73438,1.177702,12.36078,36.65054,876.3953,9.595788,18.73438,
55838.28,1.361027E-03,2.861076E-03,8.443435E-02,159.4756,9.959985,2.590318,9.617018,18.73438,1.17843,12.33003,36.51539,871.9639,9.595788,18.73438,
55838.57,1.431504E-03,5.974339E-03,7.830415E-02,156.3735,9.975273,2.600292,9.617018,18.73438,1.163897,12.25147,36.19485,862.2111,9.595788,18.73438,
55838.88,7.357658E-04,4.635228E-03,7.433506E-02,152.5543,10.00303,2.609831,9.617018,18.73438,1.158956,12.20661,36.01859,857.2723,9.595788,18.73438,
55839.16,7.285373E-04,5.036282E-03,6.864273E-02,150.363,9.975062,2.650841,9.617018,18.73438,1.158422,12.18514,35.92408,853.617,9.595788,18.73438,
55839.47,1.38994E-03,2.57558E-03,6.495613E-02,149.3451,9.984007,2.690642,9.617018,18.73438,1.160268,12.15197,35.79912,850.0891,9.595788,18.73438,
55839.77,1.480296E-03,5.301385E-03,0.0656765,147.7526,10.02371,2.668805,9.617018,18.73438,1.155885,12.12499,35.69678,846.7931,9.595788,18.73438,
55840.07,1.263443E-03,5.926757E-03,6.368489E-02,146.6198,9.961571,2.646629,9.617018,18.73438,1.151539,12.10992,35.63453,844.506,9.595788,18.73438,
55840.36,1.207422E-03,2.555187E-03,6.183453E-02,145.1794,9.941317,2.722647,9.617018,18.73438,1.152522,12.11237,35.61959,842.9525,9.595788,18.73438,
55840.65,9.905685E-04,2.188121E-03,0.0597723,143.0615,9.934336,2.705361,9.617018,18.73438,1.154198,12.12066,35.61842,841.8857,9.595788,18.73438,
55840.92,9.743046E-04,1.413204E-03,5.658007E-02,141.7058,9.935458,2.73693,9.617018,18.73438,1.152566,12.12875,35.63039,841.2338,9.595788,18.73438,
55841.21,1.250793E-03,3.255332E-03,5.448959E-02,140.744,9.959732,2.74429,9.617018,18.73438,1.158942,12.13868,35.65351,841.3055,9.595788,18.73438,
55841.51,2.876019E-04,2.46682E-03,0.0530771,139.1619,9.945972,2.792612,9.617018,18.73438,1.155459,12.14376,35.65717,841.1965,9.595788,18.73438,
55841.8,7.104662E-04,2.527997E-03,4.981425E-02,136.4953,9.952881,2.797357,9.617018,18.73438,1.155751,12.14479,35.64936,840.5714,9.595788,18.73438,
55842.11,1.120681E-03,5.199422E-03,4.317555E-02,132.3521,9.902733,2.865822,9.617018,18.73438,1.155667,12.14233,35.61893,839.2742,9.595788,18.73438,
55842.39,9.399694E-04,3.527232E-03,3.995508E-02,128.9165,9.89261,2.92896,9.617018,18.73438,1.157001,12.13014,35.5536,836.7059,9.595788,18.73438,
55842.66,8.315427E-04,5.668451E-03,0.0372996,127.3473,9.897897,2.936174,9.617018,18.73438,1.152666,12.1139,35.4668,833.7504,9.595788,18.73438,
55842.97,1.688114E-03,3.438865E-03,3.770922E-02,126.3649,9.907863,2.982124,9.617018,18.73438,1.15288,12.09952,35.41072,831.9328,9.595788,18.73438,
55843.27,4.267496E-04,5.226612E-03,3.496899E-02,124.8026,9.884465,2.990549,9.617018,18.73438,1.148616,12.07018,35.28471,827.6357,9.595788,18.73438,
55843.58,0.0012526,5.002294E-03,3.471474E-02,124.266,9.879255,2.986143,9.617018,18.73438,1.147136,12.05297,35.20458,824.9799,9.595788,18.73438,
55843.88,9.255126E-04,4.220579E-03,3.407912E-02,121.8017,9.846989,2.995972,9.617018,18.73438,1.146264,12.03712,35.1281,822.4489,9.595788,18.73438,
55844.17,1.046589E-03,5.151839E-03,3.277963E-02,119.3261,9.861679,3.025265,9.617018,18.73438,1.143775,12.02034,35.0507,820.144,9.595788,18.73438,
55844.46,1.191158E-03,5.627666E-03,0.0307739,117.7059,9.856322,3.102978,9.617018,18.73438,1.142336,12.00376,34.98462,818.2371,9.595788,18.73438,
55844.74,7.592582E-04,4.46529E-03,2.660706E-02,116.1886,9.866269,3.114211,9.617018,18.73438,1.141248,11.98721,34.92236,816.3904,9.595788,18.73438,
55845.03,1.021289E-03,4.920724E-03,2.647993E-02,115.4628,9.862029,3.121329,9.617018,18.73438,1.139435,11.97454,34.86568,814.9263,9.595788,18.73438,
55845.32,1.151402E-03,5.50531E-03,2.862692E-02,114.5529,9.838437,3.11915,9.617018,18.73438,1.138309,11.95859,34.81057,813.1917,9.595788,18.73438,
55845.61,1.080924E-03,5.790806E-03,2.655056E-02,113.3579,9.811881,3.153237,9.617018,18.73438,1.138729,11.95006,34.76944,811.9727,9.595788,18.73438,
55845.9,1.133331E-03,6.008327E-03,2.347133E-02,112.4247,9.805285,3.153043,9.617018,18.73438,1.136186,11.9432,34.73708,810.9283,9.595788,18.73438,
55846.17,4.719274E-04,4.947914E-03,2.405045E-02,110.9955,9.780328,3.17488,9.617018,18.73438,1.1358,11.93598,34.70291,809.8561,9.595788,18.73438,
55846.45,2.056765E-03,1.83465E-03,2.426232E-02,110.3509,9.783714,3.176236,9.617018,18.73438,1.137373,11.93131,34.68846,809.415,9.595788,18.73438,
55846.74,1.182123E-03,5.45093E-03,2.169159E-02,108.1742,9.743071,3.187227,9.617018,18.73438,1.132303,11.9217,34.65273,808.2144,9.595788,18.73438,
55847.03,3.85186E-04,3.493245E-03,1.913499E-02,105.2104,9.754442,3.258645,9.617018,18.73438,1.136571,11.91947,34.63274,807.4228,9.595788,18.73438,
55847.32,8.098574E-04,3.160167E-03,1.734113E-02,102.7383,9.697234,3.345557,9.617018,18.73438,1.133904,11.91908,34.62339,806.7762,9.595788,18.73438,
55847.62,1.017675E-03,2.276489E-03,1.756713E-02,100.4165,9.672701,3.39049,9.617018,18.73438,1.134908,11.9117,34.59996,806.1333,9.595788,18.73438,
55847.91,5.207194E-04,6.021922E-03,1.636651E-02,98.96745,9.621517,3.427578,9.617018,18.73438,1.133169,11.9078,34.57735,805.2535,9.595788,18.73438,
55848.21,7.249231E-04,5.09746E-03,1.423365E-02,97.75947,9.580142,3.43857,9.617018,18.73438,1.132261,11.91254,34.58318,805.1191,9.595788,18.73438,
55848.52,6.960093E-04,4.54686E-03,1.299066E-02,95.66408,9.576987,3.496914,9.617018,18.73438,1.13524,11.91233,34.57841,804.6603,9.595788,18.73438,
55848.82,2.767592E-04,4.907129E-03,1.335791E-02,92.95086,9.56663,3.549401,9.617018,18.73438,1.13428,11.91305,34.57282,804.2719,9.595788,18.73438,
55849.11,1.303199E-03,3.085394E-03,9.98206E-03,91.54587,9.51305,3.606293,9.617018,18.73438,1.133908,11.91056,34.56521,803.9055,9.595788,18.73438,
55849.41,6.255319E-04,2.249299E-03,1.149342E-02,90.55045,9.489911,3.601306,9.617018,18.73438,1.133898,11.90824,34.5553,803.4496,9.595788,18.73438,
55849.72,9.905685E-04,5.682046E-03,1.179005E-02,90.36985,9.492755,3.626096,9.617018,18.73438,1.132749,11.90793,34.54639,802.9913,9.595788,18.73438,
55850.02,1.131523E-03,4.540063E-03,0.0111968,89.90757,9.463843,3.594866,9.617018,18.73438,1.133143,11.9047,34.52932,802.4431,9.595788,18.73438,
55850.31,6.544457E-04,4.832356E-03,9.402939E-03,89.53255,9.463351,3.61341,9.617018,18.73438,1.133039,11.90252,34.51995,801.9582,9.595788,18.73438,
55850.6,1.131523E-03,5.532501E-03,9.727811E-03,88.37383,9.452026,3.640622,9.617018,18.73438,1.13463,11.90566,34.52946,801.8818,9.595788,18.73438,
55850.88,6.255319E-04,5.28779E-03,1.066005E-02,86.47025,9.437515,3.662362,9.617018,18.73438,1.133366,11.90293,34.51942,801.5657,9.595788,18.73438,
55851.17,1.435118E-03,6.13748E-03,8.258823E-03,83.9601,9.434825,3.752131,9.617018,18.73438,1.132941,11.90413,34.52139,801.2744,9.595788,18.73438,
55851.44,1.191158E-03,5.280992E-03,6.592086E-03,82.30625,9.41504,3.770336,9.617018,18.73438,1.133204,11.90478,34.51381,801.2016,9.595788,18.73438,
55851.75,1.738713E-03,3.160167E-03,3.654109E-03,81.5666,9.432817,3.806118,9.617018,18.73438,1.135358,11.90129,34.51028,800.9168,9.595788,18.73438,
55852.04,1.019482E-03,6.157872E-03,5.292596E-03,79.60773,9.389215,3.844756,9.617018,18.73438,1.132539,11.89854,34.48759,800.265,9.595788,18.73438,
55852.32,1.50921E-03,5.675248E-03,5.334971E-03,78.70908,9.40257,3.850227,9.617018,18.73438,1.132159,11.89296,34.47096,799.7481,9.595788,18.73438,
55852.61,1.221879E-03,4.145807E-03,8.032825E-03,77.76464,9.40316,3.880877,9.617018,18.73438,1.131389,11.88855,34.45714,799.2046,9.595788,18.73438,
55852.92,0.0012526,4.213782E-03,7.072332E-03,76.79082,9.439582,3.904069,9.617018,18.73438,1.130727,11.88536,34.43571,798.6185,9.595788,18.73438,
55853.22,8.929845E-04,5.981137E-03,5.631594E-03,75.45063,9.421697,3.93864,9.617018,18.73438,1.130435,11.88045,34.41833,798.0738,9.595788,18.73438,
55853.52,1.153209E-03,3.581613E-03,5.659843E-03,74.76801,9.38126,3.967111,9.617018,18.73438,1.130014,11.87634,34.40335,797.715,9.595788,18.73438,
